type	time	latitude	longitude	altitude (m)	distance (km)	hr	name	desc
T	2016-11-13 11:10:49	51.350103000	-2.699435000	59.4	29.568	121		
T	2016-11-13 11:10:50	51.350136000	-2.699432000	59.8	29.572	123		
T	2016-11-13 11:10:51	51.350169000	-2.699423000	60.2	29.576	124		
T	2016-11-13 11:10:52	51.350203000	-2.699410000	60.6	29.580	126		
T	2016-11-13 11:10:53	51.350234000	-2.699397000	61.0	29.583	127		
T	2016-11-13 11:10:55	51.350294000	-2.699375000	61.0	29.590	130		
T	2016-11-13 11:10:56	51.350335000	-2.699368000	61.4	29.594	131		
T	2016-11-13 11:10:57	51.350370000	-2.699354000	62.0	29.598	132		
T	2016-11-13 11:10:58	51.350403000	-2.699337000	62.4	29.603	133		
T	2016-11-13 11:10:59	51.350442000	-2.699321000	62.8	29.608	133		
T	2016-11-13 11:11:00	51.350480000	-2.699312000	63.4	29.612	134		
T	2016-11-13 11:11:06	51.350720000	-2.699218000	63.4	29.640	137		
T	2016-11-13 11:11:07	51.350757000	-2.699199000	63.4	29.644	137		
T	2016-11-13 11:11:09	51.350826000	-2.699157000	63.8	29.653	138		
T	2016-11-13 11:11:10	51.350856000	-2.699146000	64.4	29.657	137		
T	2016-11-13 11:11:11	51.350888000	-2.699128000	64.8	29.661	138		
T	2016-11-13 11:11:12	51.350917000	-2.699111000	65.4	29.665	138		
T	2016-11-13 11:11:13	51.350942000	-2.699097000	65.8	29.669	138		
T	2016-11-13 11:11:15	51.350994000	-2.699041000	66.4	29.677	139		
T	2016-11-13 11:11:16	51.351020000	-2.699012000	66.8	29.681	140		
T	2016-11-13 11:11:17	51.351045000	-2.698980000	67.2	29.684	140		
T	2016-11-13 11:11:18	51.351064000	-2.698940000	67.6	29.688	141		
T	2016-11-13 11:11:19	51.351086000	-2.698904000	68.0	29.692	142		
T	2016-11-13 11:11:22	51.351155000	-2.698806000	68.0	29.704	143		
T	2016-11-13 11:11:26	51.351263000	-2.698686000	68.4	29.719	144		
T	2016-11-13 11:11:27	51.351290000	-2.698649000	68.8	29.723	144		
T	2016-11-13 11:11:28	51.351315000	-2.698615000	69.2	29.727	144		
T	2016-11-13 11:11:29	51.351341000	-2.698577000	69.6	29.731	144		
T	2016-11-13 11:11:30	51.351381000	-2.698551000	70.0	29.735	143		
T	2016-11-13 11:11:37	51.351589000	-2.698379000	70.4	29.763	144		
T	2016-11-13 11:11:38	51.351628000	-2.698360000	71.0	29.767	144		
T	2016-11-13 11:11:39	51.351666000	-2.698348000	71.4	29.771	144		
T	2016-11-13 11:11:40	51.351704000	-2.698346000	71.8	29.775	144		
T	2016-11-13 11:11:41	51.351740000	-2.698343000	72.2	29.780	145		
T	2016-11-13 11:11:42	51.351785000	-2.698345000	72.2	29.784	144		
T	2016-11-13 11:11:43	51.351833000	-2.698347000	72.2	29.789	144		
T	2016-11-13 11:11:47	51.352034000	-2.698390000	72.2	29.812	143		
T	2016-11-13 11:11:48	51.352078000	-2.698435000	72.2	29.818	141		
T	2016-11-13 11:11:49	51.352119000	-2.698498000	71.8	29.824	140		
T	2016-11-13 11:11:50	51.352158000	-2.698572000	71.4	29.831	139		
T	2016-11-13 11:11:51	51.352185000	-2.698661000	71.0	29.838	137		
T	2016-11-13 11:11:52	51.352206000	-2.698746000	70.6	29.845	136		
T	2016-11-13 11:11:53	51.352213000	-2.698835000	70.2	29.852	135		
T	2016-11-13 11:11:55	51.352201000	-2.699022000	70.2	29.866	134		
T	2016-11-13 11:11:57	51.352168000	-2.699231000	70.2	29.881	134		
T	2016-11-13 11:12:00	51.352100000	-2.699555000	70.2	29.903	134		
T	2016-11-13 11:12:03	51.352076000	-2.699834000	70.2	29.924	135		
T	2016-11-13 11:12:04	51.352101000	-2.699908000	70.2	29.930	134		
T	2016-11-13 11:12:07	51.352197000	-2.700023000	70.6	29.944	135		
T	2016-11-13 11:12:08	51.352234000	-2.700033000	71.2	29.948	135		
T	2016-11-13 11:12:09	51.352267000	-2.700032000	71.6	29.951	135		
T	2016-11-13 11:12:10	51.352301000	-2.700027000	72.0	29.955	136		
T	2016-11-13 11:12:11	51.352332000	-2.700020000	72.4	29.959	136		
T	2016-11-13 11:12:12	51.352359000	-2.700007000	72.4	29.963	137		
T	2016-11-13 11:12:13	51.352386000	-2.699993000	73.0	29.967	137		
T	2016-11-13 11:12:14	51.352413000	-2.699979000	73.4	29.971	138		
T	2016-11-13 11:12:15	51.352442000	-2.699960000	73.8	29.974	138		
T	2016-11-13 11:12:16	51.352475000	-2.699941000	74.2	29.978	139		
T	2016-11-13 11:12:17	51.352510000	-2.699926000	74.6	29.982	139		
T	2016-11-13 11:12:20	51.352614000	-2.699889000	75.0	29.994	141		
T	2016-11-13 11:12:21	51.352650000	-2.699879000	75.4	29.998	141		
T	2016-11-13 11:12:22	51.352680000	-2.699869000	75.8	30.002	142		
T	2016-11-13 11:12:23	51.352713000	-2.699852000	76.4	30.006	143		
T	2016-11-13 11:12:24	51.352746000	-2.699837000	76.8	30.009	143		
T	2016-11-13 11:12:29	51.352906000	-2.699812000	77.2	30.029	145		
T	2016-11-13 11:12:30	51.352944000	-2.699817000	77.6	30.032	145		
T	2016-11-13 11:12:31	51.352981000	-2.699818000	78.0	30.036	145		
T	2016-11-13 11:12:32	51.353012000	-2.699821000	78.4	30.040	145		
T	2016-11-13 11:12:33	51.353045000	-2.699827000	78.8	30.044	146		
T	2016-11-13 11:12:35	51.353102000	-2.699843000	79.2	30.051	146		
T	2016-11-13 11:12:36	51.353132000	-2.699855000	79.8	30.055	147		
T	2016-11-13 11:12:37	51.353161000	-2.699862000	80.2	30.058	147		
T	2016-11-13 11:12:38	51.353189000	-2.699869000	80.8	30.062	148		
T	2016-11-13 11:12:39	51.353220000	-2.699879000	81.2	30.065	148		
T	2016-11-13 11:12:42	51.353306000	-2.699917000	82.2	30.075	148		
T	2016-11-13 11:12:43	51.353332000	-2.699932000	82.6	30.079	150		
T	2016-11-13 11:12:44	51.353358000	-2.699942000	83.2	30.082	150		
T	2016-11-13 11:12:45	51.353379000	-2.699946000	83.6	30.085	150		
T	2016-11-13 11:12:47	51.353424000	-2.699952000	84.0	30.091	152		
T	2016-11-13 11:12:48	51.353446000	-2.699956000	84.6	30.093	153		
T	2016-11-13 11:12:49	51.353468000	-2.699955000	85.0	30.096	154		
T	2016-11-13 11:12:50	51.353488000	-2.699951000	85.6	30.099	155		
T	2016-11-13 11:12:51	51.353508000	-2.699947000	86.0	30.101	156		
T	2016-11-13 11:12:52	51.353529000	-2.699946000	86.6	30.104	156		
T	2016-11-13 11:12:53	51.353549000	-2.699945000	87.0	30.107	157		
T	2016-11-13 11:12:54	51.353570000	-2.699944000	87.4	30.109	158		
T	2016-11-13 11:12:55	51.353591000	-2.699942000	87.8	30.112	158		
T	2016-11-13 11:12:56	51.353613000	-2.699940000	88.2	30.115	159		
T	2016-11-13 11:12:57	51.353633000	-2.699932000	88.6	30.118	160		
T	2016-11-13 11:12:58	51.353652000	-2.699919000	89.0	30.120	160		
T	2016-11-13 11:12:59	51.353680000	-2.699909000	89.6	30.123	161		
T	2016-11-13 11:13:00	51.353707000	-2.699907000	90.0	30.126	161		
T	2016-11-13 11:13:01	51.353733000	-2.699898000	90.0	30.129	161		
T	2016-11-13 11:13:02	51.353759000	-2.699889000	90.4	30.132	162		
T	2016-11-13 11:13:07	51.353892000	-2.699859000	91.0	30.146	161		
T	2016-11-13 11:13:08	51.353917000	-2.699853000	91.4	30.149	161		
T	2016-11-13 11:13:09	51.353942000	-2.699845000	91.8	30.153	161		
T	2016-11-13 11:13:10	51.353968000	-2.699837000	92.2	30.156	161		
T	2016-11-13 11:13:11	51.353994000	-2.699830000	92.8	30.159	161		
T	2016-11-13 11:13:17	51.354180000	-2.699822000	93.2	30.180	161		
T	2016-11-13 11:13:18	51.354209000	-2.699820000	93.6	30.183	161		
T	2016-11-13 11:13:19	51.354239000	-2.699819000	94.2	30.187	161		
T	2016-11-13 11:13:20	51.354268000	-2.699814000	94.6	30.190	161		
T	2016-11-13 11:13:21	51.354298000	-2.699811000	95.2	30.194	161		
T	2016-11-13 11:13:26	51.354447000	-2.699792000	95.2	30.211	160		
T	2016-11-13 11:13:28	51.354500000	-2.699793000	95.6	30.218	160		
T	2016-11-13 11:13:29	51.354526000	-2.699794000	96.0	30.221	160		
T	2016-11-13 11:13:30	51.354553000	-2.699794000	96.4	30.225	160		
T	2016-11-13 11:13:31	51.354581000	-2.699798000	96.8	30.228	160		
T	2016-11-13 11:13:32	51.354603000	-2.699800000	97.2	30.232	160		
T	2016-11-13 11:13:35	51.354687000	-2.699798000	97.2	30.242	160		
T	2016-11-13 11:13:36	51.354715000	-2.699790000	97.8	30.245	161		
T	2016-11-13 11:13:37	51.354744000	-2.699775000	98.4	30.249	160		
T	2016-11-13 11:13:38	51.354772000	-2.699768000	98.8	30.252	161		
T	2016-11-13 11:13:39	51.354803000	-2.699759000	99.4	30.256	161		
T	2016-11-13 11:13:40	51.354833000	-2.699748000	99.8	30.259	161		
T	2016-11-13 11:13:43	51.354936000	-2.699727000	99.8	30.269	161		
T	2016-11-13 11:13:46	51.355020000	-2.699703000	100.4	30.279	161		
T	2016-11-13 11:13:47	51.355047000	-2.699696000	100.8	30.282	161		
T	2016-11-13 11:13:48	51.355076000	-2.699688000	101.2	30.286	161		
T	2016-11-13 11:13:49	51.355102000	-2.699682000	101.6	30.289	161		
T	2016-11-13 11:13:50	51.355131000	-2.699679000	102.0	30.293	160		
T	2016-11-13 11:13:53	51.355217000	-2.699666000	102.4	30.303	160		
T	2016-11-13 11:13:54	51.355244000	-2.699659000	103.0	30.307	161		
T	2016-11-13 11:13:55	51.355276000	-2.699654000	103.4	30.310	160		
T	2016-11-13 11:13:56	51.355312000	-2.699647000	103.8	30.314	161		
T	2016-11-13 11:13:57	51.355343000	-2.699638000	104.2	30.317	160		
T	2016-11-13 11:14:02	51.355502000	-2.699569000	104.6	30.335	159		
T	2016-11-13 11:14:03	51.355531000	-2.699559000	105.0	30.338	160		
T	2016-11-13 11:14:04	51.355556000	-2.699546000	105.4	30.342	160		
T	2016-11-13 11:14:05	51.355579000	-2.699529000	105.8	30.346	159		
T	2016-11-13 11:14:06	51.355605000	-2.699507000	106.2	30.349	159		
T	2016-11-13 11:14:09	51.355671000	-2.699419000	106.2	30.360	159		
T	2016-11-13 11:14:12	51.355742000	-2.699361000	106.6	30.370	159		
T	2016-11-13 11:14:13	51.355761000	-2.699338000	107.0	30.373	159		
T	2016-11-13 11:14:14	51.355779000	-2.699320000	107.4	30.376	159		
T	2016-11-13 11:14:15	51.355797000	-2.699298000	107.8	30.379	158		
T	2016-11-13 11:14:16	51.355815000	-2.699274000	108.2	30.382	157		
T	2016-11-13 11:14:17	51.355835000	-2.699236000	108.2	30.385	157		
T	2016-11-13 11:14:23	51.356020000	-2.699076000	108.2	30.405	154		
T	2016-11-13 11:14:26	51.356108000	-2.699041000	108.8	30.416	153		
T	2016-11-13 11:14:27	51.356139000	-2.699031000	109.2	30.419	153		
T	2016-11-13 11:14:28	51.356168000	-2.699026000	109.6	30.423	153		
T	2016-11-13 11:14:29	51.356196000	-2.699019000	110.0	30.426	152		
T	2016-11-13 11:14:30	51.356226000	-2.699013000	110.4	30.430	153		
T	2016-11-13 11:14:34	51.356350000	-2.699003000	110.8	30.443	153		
T	2016-11-13 11:14:35	51.356382000	-2.699005000	111.2	30.447	153		
T	2016-11-13 11:14:36	51.356408000	-2.699003000	111.8	30.450	153		
T	2016-11-13 11:14:37	51.356433000	-2.699004000	112.2	30.454	154		
T	2016-11-13 11:14:38	51.356466000	-2.699005000	112.6	30.457	154		
T	2016-11-13 11:14:42	51.356595000	-2.699024000	113.0	30.471	156		
T	2016-11-13 11:14:43	51.356627000	-2.699029000	113.0	30.475	156		
T	2016-11-13 11:14:44	51.356655000	-2.699034000	113.8	30.479	156		
T	2016-11-13 11:14:45	51.356687000	-2.699040000	114.2	30.482	156		
T	2016-11-13 11:14:46	51.356721000	-2.699046000	114.6	30.486	155		
T	2016-11-13 11:14:48	51.356788000	-2.699057000	114.6	30.494	155		
T	2016-11-13 11:14:55	51.357033000	-2.699087000	114.6	30.524	152		
T	2016-11-13 11:14:58	51.357120000	-2.699098000	114.6	30.535	150		
T	2016-11-13 11:15:00	51.357179000	-2.699097000	115.0	30.542	149		
T	2016-11-13 11:15:01	51.357215000	-2.699097000	115.4	30.546	147		
T	2016-11-13 11:15:02	51.357247000	-2.699096000	115.8	30.549	146		
T	2016-11-13 11:15:03	51.357285000	-2.699090000	116.2	30.553	145		
T	2016-11-13 11:15:04	51.357343000	-2.699080000	116.8	30.556	144		
T	2016-11-13 11:15:05	51.357381000	-2.699070000	116.8	30.560	143		
T	2016-11-13 11:15:12	51.357604000	-2.698991000	116.8	30.588	144		
T	2016-11-13 11:15:14	51.357659000	-2.698955000	117.2	30.597	144		
T	2016-11-13 11:15:15	51.357684000	-2.698935000	117.6	30.601	144		
T	2016-11-13 11:15:16	51.357714000	-2.698915000	118.0	30.605	145		
T	2016-11-13 11:15:18	51.357780000	-2.698872000	118.4	30.613	146		
T	2016-11-13 11:15:19	51.357820000	-2.698856000	118.8	30.617	146		
T	2016-11-13 11:15:23	51.357958000	-2.698775000	119.2	30.634	147		
T	2016-11-13 11:15:24	51.357999000	-2.698758000	119.6	30.638	147		
T	2016-11-13 11:15:25	51.358032000	-2.698741000	120.0	30.642	147		
T	2016-11-13 11:15:26	51.358065000	-2.698724000	120.6	30.646	147		
T	2016-11-13 11:15:27	51.358100000	-2.698707000	121.0	30.651	148		
T	2016-11-13 11:15:31	51.358235000	-2.698646000	121.4	30.667	148		
T	2016-11-13 11:15:32	51.358265000	-2.698627000	121.8	30.671	149		
T	2016-11-13 11:15:33	51.358297000	-2.698608000	122.4	30.675	149		
T	2016-11-13 11:15:34	51.358334000	-2.698594000	122.8	30.680	149		
T	2016-11-13 11:15:35	51.358378000	-2.698575000	123.4	30.684	149		
T	2016-11-13 11:15:43	51.358681000	-2.698470000	123.8	30.718	151		
T	2016-11-13 11:15:44	51.358717000	-2.698456000	124.4	30.722	151		
T	2016-11-13 11:15:45	51.358750000	-2.698443000	125.0	30.726	151		
T	2016-11-13 11:15:46	51.358787000	-2.698432000	125.4	30.730	152		
T	2016-11-13 11:15:47	51.358823000	-2.698422000	126.0	30.734	152		
T	2016-11-13 11:15:52	51.359007000	-2.698389000	126.0	30.755	151		
T	2016-11-13 11:15:55	51.359104000	-2.698369000	126.4	30.768	151		
T	2016-11-13 11:15:56	51.359134000	-2.698359000	126.8	30.772	152		
T	2016-11-13 11:15:57	51.359167000	-2.698354000	127.2	30.776	151		
T	2016-11-13 11:15:58	51.359199000	-2.698348000	127.8	30.780	151		
T	2016-11-13 11:15:59	51.359230000	-2.698340000	128.2	30.784	152		
T	2016-11-13 11:16:02	51.359337000	-2.698327000	128.6	30.797	152		
T	2016-11-13 11:16:03	51.359371000	-2.698326000	129.0	30.801	152		
T	2016-11-13 11:16:04	51.359401000	-2.698325000	129.4	30.805	152		
T	2016-11-13 11:16:05	51.359430000	-2.698323000	129.8	30.809	152		
T	2016-11-13 11:16:06	51.359477000	-2.698327000	130.2	30.812	152		
T	2016-11-13 11:16:09	51.359597000	-2.698306000	130.6	30.824	153		
T	2016-11-13 11:16:10	51.359630000	-2.698303000	131.0	30.827	153		
T	2016-11-13 11:16:11	51.359659000	-2.698298000	131.4	30.831	153		
T	2016-11-13 11:16:12	51.359688000	-2.698287000	131.8	30.835	153		
T	2016-11-13 11:16:13	51.359720000	-2.698276000	132.2	30.838	153		
T	2016-11-13 11:16:20	51.359889000	-2.698194000	132.8	30.863	155		
T	2016-11-13 11:16:21	51.359924000	-2.698191000	133.4	30.867	155		
T	2016-11-13 11:16:22	51.359962000	-2.698186000	133.8	30.871	155		
T	2016-11-13 11:16:23	51.359990000	-2.698182000	134.4	30.874	156		
T	2016-11-13 11:16:24	51.360020000	-2.698177000	134.8	30.878	156		
T	2016-11-13 11:16:27	51.360114000	-2.698175000	134.8	30.889	156		
T	2016-11-13 11:16:29	51.360173000	-2.698172000	135.4	30.896	157		
T	2016-11-13 11:16:30	51.360199000	-2.698170000	135.8	30.900	157		
T	2016-11-13 11:16:31	51.360218000	-2.698174000	136.2	30.903	157		
T	2016-11-13 11:16:32	51.360244000	-2.698178000	136.8	30.907	157		
T	2016-11-13 11:16:33	51.360275000	-2.698181000	137.2	30.910	157		
T	2016-11-13 11:16:35	51.360343000	-2.698191000	137.6	30.917	157		
T	2016-11-13 11:16:36	51.360375000	-2.698194000	138.0	30.920	158		
T	2016-11-13 11:16:37	51.360407000	-2.698196000	138.4	30.924	158		
T	2016-11-13 11:16:38	51.360443000	-2.698194000	138.8	30.927	158		
T	2016-11-13 11:16:39	51.360478000	-2.698197000	139.2	30.931	158		
T	2016-11-13 11:16:44	51.360633000	-2.698168000	139.6	30.948	159		
T	2016-11-13 11:16:45	51.360662000	-2.698160000	140.2	30.952	159		
T	2016-11-13 11:16:46	51.360689000	-2.698155000	140.6	30.955	158		
T	2016-11-13 11:16:47	51.360720000	-2.698146000	141.0	30.958	159		
T	2016-11-13 11:16:48	51.360752000	-2.698144000	141.4	30.962	159		
T	2016-11-13 11:16:49	51.360782000	-2.698143000	141.8	30.965	159		
T	2016-11-13 11:16:51	51.360834000	-2.698136000	142.4	30.971	159		
T	2016-11-13 11:16:52	51.360863000	-2.698128000	142.8	30.974	159		
T	2016-11-13 11:16:53	51.360887000	-2.698122000	143.4	30.976	159		
T	2016-11-13 11:16:54	51.360911000	-2.698115000	143.8	30.979	159		
T	2016-11-13 11:16:59	51.361052000	-2.698074000	144.2	30.994	160		
T	2016-11-13 11:17:00	51.361080000	-2.698075000	144.6	30.997	161		
T	2016-11-13 11:17:01	51.361108000	-2.698077000	145.2	31.000	161		
T	2016-11-13 11:17:02	51.361136000	-2.698079000	145.6	31.003	162		
T	2016-11-13 11:17:03	51.361168000	-2.698086000	146.0	31.006	162		
T	2016-11-13 11:17:09	51.361358000	-2.698176000	146.0	31.027	163		
T	2016-11-13 11:17:11	51.361411000	-2.698241000	146.4	31.035	163		
T	2016-11-13 11:17:12	51.361442000	-2.698272000	146.8	31.039	163		
T	2016-11-13 11:17:13	51.361469000	-2.698305000	147.2	31.043	163		
T	2016-11-13 11:17:14	51.361493000	-2.698343000	147.6	31.046	163		
T	2016-11-13 11:17:15	51.361519000	-2.698381000	148.0	31.050	162		
T	2016-11-13 11:17:16	51.361546000	-2.698420000	148.0	31.054	162		
T	2016-11-13 11:17:23	51.361715000	-2.698664000	148.4	31.080	160		
T	2016-11-13 11:17:24	51.361735000	-2.698694000	149.0	31.084	159		
T	2016-11-13 11:17:25	51.361759000	-2.698718000	149.4	31.087	159		
T	2016-11-13 11:17:26	51.361782000	-2.698745000	149.8	31.090	158		
T	2016-11-13 11:17:27	51.361805000	-2.698775000	150.2	31.093	157		
T	2016-11-13 11:17:34	51.361952000	-2.698981000	150.2	31.118	155		
T	2016-11-13 11:17:35	51.361974000	-2.699014000	150.6	31.121	155		
T	2016-11-13 11:17:36	51.361992000	-2.699044000	151.2	31.125	155		
T	2016-11-13 11:17:37	51.362008000	-2.699068000	151.6	31.128	155		
T	2016-11-13 11:17:38	51.362024000	-2.699089000	152.0	31.132	155		
T	2016-11-13 11:17:39	51.362044000	-2.699111000	152.4	31.135	155		
T	2016-11-13 11:17:41	51.362073000	-2.699178000	152.8	31.141	155		
T	2016-11-13 11:17:42	51.362086000	-2.699208000	153.2	31.144	155		
T	2016-11-13 11:17:43	51.362100000	-2.699234000	153.6	31.147	155		
T	2016-11-13 11:17:44	51.362115000	-2.699257000	154.0	31.150	156		
T	2016-11-13 11:17:45	51.362132000	-2.699285000	154.6	31.152	156		
T	2016-11-13 11:17:48	51.362187000	-2.699363000	155.0	31.162	158		
T	2016-11-13 11:17:49	51.362205000	-2.699397000	155.4	31.165	158		
T	2016-11-13 11:17:50	51.362226000	-2.699425000	155.8	31.168	159		
T	2016-11-13 11:17:51	51.362249000	-2.699454000	156.2	31.172	159		
T	2016-11-13 11:17:52	51.362273000	-2.699479000	156.6	31.175	159		
T	2016-11-13 11:17:56	51.362374000	-2.699595000	157.0	31.189	160		
T	2016-11-13 11:17:57	51.362401000	-2.699624000	157.0	31.193	161		
T	2016-11-13 11:17:58	51.362432000	-2.699654000	157.4	31.196	161		
T	2016-11-13 11:17:59	51.362462000	-2.699684000	157.8	31.200	161		
T	2016-11-13 11:18:00	51.362493000	-2.699713000	158.2	31.204	161		
T	2016-11-13 11:18:01	51.362522000	-2.699742000	158.6	31.208	161		
T	2016-11-13 11:18:06	51.362664000	-2.699874000	158.6	31.227	161		
T	2016-11-13 11:18:13	51.362925000	-2.700058000	158.6	31.257	158		
T	2016-11-13 11:18:14	51.362964000	-2.700067000	158.6	31.262	158		
T	2016-11-13 11:18:18	51.363136000	-2.700154000	158.6	31.280	155		
T	2016-11-13 11:18:19	51.363184000	-2.700175000	158.6	31.285	154		
T	2016-11-13 11:18:22	51.363310000	-2.700257000	158.6	31.300	151		
T	2016-11-13 11:18:26	51.363481000	-2.700391000	158.6	31.323	148		
T	2016-11-13 11:18:30	51.363698000	-2.700463000	158.6	31.347	145		
T	2016-11-13 11:18:31	51.363750000	-2.700448000	158.6	31.353	145		
T	2016-11-13 11:18:34	51.363907000	-2.700381000	158.6	31.371	144		
T	2016-11-13 11:18:36	51.364013000	-2.700338000	158.6	31.384	144		
T	2016-11-13 11:18:41	51.364286000	-2.700314000	158.6	31.414	143		
T	2016-11-13 11:18:43	51.364393000	-2.700328000	159.0	31.426	142		
T	2016-11-13 11:18:44	51.364447000	-2.700322000	159.4	31.432	142		
T	2016-11-13 11:18:45	51.364491000	-2.700311000	160.0	31.438	142		
T	2016-11-13 11:18:46	51.364541000	-2.700302000	160.4	31.443	142		
T	2016-11-13 11:18:47	51.364584000	-2.700278000	160.8	31.449	141		
T	2016-11-13 11:18:48	51.364627000	-2.700253000	160.8	31.454	141		
T	2016-11-13 11:18:51	51.364734000	-2.700184000	161.2	31.468	142		
T	2016-11-13 11:18:52	51.364766000	-2.700163000	161.8	31.472	141		
T	2016-11-13 11:18:53	51.364796000	-2.700150000	162.2	31.476	141		
T	2016-11-13 11:18:54	51.364826000	-2.700134000	162.6	31.480	142		
T	2016-11-13 11:18:55	51.364855000	-2.700110000	163.0	31.483	142		
T	2016-11-13 11:18:58	51.364953000	-2.700069000	163.6	31.495	143		
T	2016-11-13 11:18:59	51.364983000	-2.700055000	164.0	31.498	143		
T	2016-11-13 11:19:00	51.365014000	-2.700043000	164.6	31.502	144		
T	2016-11-13 11:19:01	51.365047000	-2.700032000	165.0	31.506	144		
T	2016-11-13 11:19:03	51.365112000	-2.700015000	165.6	31.513	145		
T	2016-11-13 11:19:07	51.365236000	-2.699979000	165.6	31.528	148		
T	2016-11-13 11:19:09	51.365291000	-2.699956000	166.0	31.536	148		
T	2016-11-13 11:19:10	51.365322000	-2.699948000	166.4	31.539	149		
T	2016-11-13 11:19:11	51.365356000	-2.699944000	167.0	31.543	149		
T	2016-11-13 11:19:12	51.365389000	-2.699940000	167.4	31.547	149		
T	2016-11-13 11:19:13	51.365424000	-2.699942000	167.8	31.551	150		
T	2016-11-13 11:19:17	51.365552000	-2.699921000	168.2	31.566	151		
T	2016-11-13 11:19:18	51.365585000	-2.699915000	168.6	31.570	151		
T	2016-11-13 11:19:19	51.365615000	-2.699917000	169.0	31.573	152		
T	2016-11-13 11:19:20	51.365647000	-2.699927000	169.4	31.577	152		
T	2016-11-13 11:19:21	51.365683000	-2.699936000	170.0	31.581	152		
T	2016-11-13 11:19:27	51.365884000	-2.699981000	170.4	31.604	153		
T	2016-11-13 11:19:28	51.365919000	-2.699990000	170.8	31.608	153		
T	2016-11-13 11:19:29	51.365951000	-2.700008000	171.2	31.612	153		
T	2016-11-13 11:19:30	51.365984000	-2.700020000	171.6	31.616	153		
T	2016-11-13 11:19:31	51.366016000	-2.700033000	172.2	31.620	153		
T	2016-11-13 11:19:34	51.366016000	-2.700033000	172.6	31.631	153		
T	2016-11-13 11:19:35	51.366136000	-2.700081000	173.0	31.635	153		
T	2016-11-13 11:19:36	51.366165000	-2.700096000	173.4	31.639	153		
T	2016-11-13 11:19:37	51.366193000	-2.700115000	173.8	31.643	154		
T	2016-11-13 11:19:38	51.366222000	-2.700135000	174.2	31.647	154		
T	2016-11-13 11:19:43	51.366390000	-2.700246000	174.2	31.668	154		
T	2016-11-13 11:19:51	51.366747000	-2.700496000	174.2	31.707	153		
T	2016-11-13 11:19:54	51.366869000	-2.700590000	174.6	31.722	152		
T	2016-11-13 11:19:55	51.366908000	-2.700619000	175.0	31.727	152		
T	2016-11-13 11:19:56	51.366947000	-2.700645000	175.4	31.732	152		
T	2016-11-13 11:19:57	51.366986000	-2.700669000	175.8	31.736	152		
T	2016-11-13 11:19:58	51.367023000	-2.700697000	176.2	31.741	151		
T	2016-11-13 11:19:59	51.367060000	-2.700714000	176.2	31.746	152		
T	2016-11-13 11:20:05	51.367283000	-2.700824000	176.2	31.774	151		
T	2016-11-13 11:20:12	51.367611000	-2.700889000	176.2	31.811	150		
T	2016-11-13 11:20:16	51.367815000	-2.700928000	176.2	31.834	147		
T	2016-11-13 11:20:19	51.367985000	-2.700966000	176.2	31.853	145		
T	2016-11-13 11:20:24	51.368272000	-2.701037000	176.2	31.886	142		
T	2016-11-13 11:20:28	51.368506000	-2.701116000	176.2	31.912	139		
T	2016-11-13 11:20:32	51.368752000	-2.701162000	176.2	31.940	136		
T	2016-11-13 11:20:35	51.368915000	-2.701207000	176.2	31.960	133		
T	2016-11-13 11:20:36	51.368951000	-2.701247000	176.2	31.965	132		
T	2016-11-13 11:20:38	51.369004000	-2.701286000	176.2	31.974	131		
T	2016-11-13 11:20:41	51.369018000	-2.701284000	176.2	31.981	129		
T	2016-11-13 11:21:26	51.369014000	-2.701277000	176.2	31.981	116		
T	2016-11-13 11:21:27	51.369017000	-2.701280000	176.2	31.981	117		
T	2016-11-13 11:21:30	51.369087000	-2.701266000	176.2	31.981	120		
T	2016-11-13 11:21:31	51.369134000	-2.701275000	176.2	31.983	122		
T	2016-11-13 11:21:33	51.369238000	-2.701304000	176.2	31.994	125		
T	2016-11-13 11:21:36	51.369412000	-2.701351000	176.2	32.012	127		
T	2016-11-13 11:21:39	51.369604000	-2.701398000	175.8	32.033	129		
T	2016-11-13 11:21:40	51.369670000	-2.701414000	175.2	32.040	129		
T	2016-11-13 11:21:41	51.369742000	-2.701431000	174.8	32.048	129		
T	2016-11-13 11:21:42	51.369815000	-2.701451000	174.2	32.056	129		
T	2016-11-13 11:21:43	51.369884000	-2.701469000	173.8	32.063	129		
T	2016-11-13 11:21:48	51.370260000	-2.701573000	173.4	32.105	128		
T	2016-11-13 11:21:49	51.370337000	-2.701598000	173.0	32.114	128		
T	2016-11-13 11:21:50	51.370415000	-2.701623000	172.4	32.123	129		
T	2016-11-13 11:21:51	51.370496000	-2.701647000	172.0	32.132	129		
T	2016-11-13 11:21:52	51.370577000	-2.701669000	171.6	32.142	128		
T	2016-11-13 11:21:54	51.370752000	-2.701717000	171.2	32.161	127		
T	2016-11-13 11:21:55	51.370839000	-2.701744000	170.6	32.170	127		
T	2016-11-13 11:21:56	51.370927000	-2.701769000	170.0	32.180	127		
T	2016-11-13 11:21:57	51.371008000	-2.701789000	169.6	32.190	128		
T	2016-11-13 11:21:58	51.371093000	-2.701811000	169.0	32.200	129		
T	2016-11-13 11:22:03	51.371535000	-2.701852000	168.6	32.252	129		
T	2016-11-13 11:22:04	51.371623000	-2.701855000	168.2	32.262	130		
T	2016-11-13 11:22:05	51.371712000	-2.701858000	167.8	32.272	130		
